codigo,nombre_cliente,pais,grupo,nombre_grupo,email
430180198,MONICA PEREZ C OPTICA**CL**,ES,999,INDEPENDIENTES,MONICAPRZLCN3@GMAIL.COM
430283238,FERSAN (C/LISBOA) **CIONE 0180706**,ES,120,CIONE ESPAÑA,lisboa@fersan.es
430030108,CONDE LUMIARES**CL**,ES,999,INDEPENDIENTES,info@condelumiares.com
430290316,AUDILENS (ESTEPONA)**UGO**,ES,026,NOG UGO,iruizdearevalo@hotmail.com
430350249,MESA Y LOPEZ**OPTICALIA 10642**,ES,094,OPTICALIA,opticalia.mesaylopez@granvisionop.es
430090104,5528 - MIRANDA DE EBRO GENERAL OPTICA,ES,069,GENERAL OPTICA FRANQ,FRQ_MIRANDADEEBRO@GENERAL-OPTICA.ES
430460082,COPTIVAL CENTRAL**ZAS VISION**HQ,ES,029,ZAS VISION-COPTIVAL,averdugo@zasvision.com
430083388,MANLLEU OPTICA**FARMAOPTICS**CL**,ES,010,FARMAOPTICS,opticamanlleu@gmail.com
430150663,VEXOT CENTRO OPTICO**KIMERVISION**,ES,173,KIMERVISION,info@vexot.eu
430290866,ARCOVISION OPTICA EUROVISION**CL**,ES,008,EUROVISION,opticaarcovision@gmail.com
430410833,OFTALVIST (SEVILLA),ES,999,INDEPENDIENTES,ralcaraz@oftalvist.es
430480518,PORTUMEDIC (CONSULTA PORTUGALETE),ES,999,INDEPENDIENTES,gmarkuerkiaga@gmail.com
430100083,LIRON E HIJOS JOSE**MULTIOPTICAS**,ES,018,MULTIOPTICAS,jose.liron.jfl@gmail.com
430180237,PALOMARES**MULTIOPTICAS**CL**,ES,018,MULTIOPTICAS,opticapalomares@hotmail.com
430300329,PAEZ OP (SANTIAGO RIBERA) **CIONE**,ES,120,CIONE ESPAÑA,optipaez@gmail.com
430020150,LUIS DIEZ OPTICOS,ES,400,INDEPENDIENTES PREMIUM,luisdiezopticos@hotmail.es
430060280,FABIAN **CLARAVISION**,ES,081,CLARAVISION,fabianoptica@hotmail.com
430083083,PROVENÇALS OPTICA**OPTICALIA 10601**,ES,107,OPTICALIA BRAND,optica_provencals@hotmail.com
430120242,FADRELL OPTICA**NATURAL OPTICS**,ES,019,NOG,fadrell@optimil.es
430180060,CARRERAS PILAR OPTICA**CL**,ES,999,INDEPENDIENTES,opticapilarcarreras@hotmail.com
430283277,ULLOA OPTICO (CARMEN 12),ES,002,ULLOA OPTICO,carmen12@ulloaoptico.es
430300039,TOTANA CENTRO OPTICO,ES,999,INDEPENDIENTES,cototana1995@gmail.com
430360061,ULLOA OPTICO (VIGO),ES,002,ULLOA OPTICO,vigo@ulloaoptico.es
430470302,SANTA GEMA OPTICA**CIONE**,ES,120,CIONE ESPAÑA,santagema_2005@hotmail.com
430082533,VIVAR BADIA INST OFTALMOLOG,ES,999,INDEPENDIENTES,davidpomesiovb@gmail.com
430120180,PINAR OPTICA (CASTELLON)**MIOPTICO**,ES,167,MIOPTICO GRUPO,maugemail@hotmail.com
430470187,FRANCESAS OPTICA LAS,ES,999,INDEPENDIENTES,opticalacatedral@hotmail.com
430460705,MON VISION OPTICA,ES,999,INDEPENDIENTES,
430300751,FUENTES OPTICA (C/MAYOR) **VISTALIA**,ES,166,VISTALIA,fuentes@vistalia.es
430083899,2000 FRANCESC MACIA**K611,ES,058,CORTE INGLES,tienda.BCN.francescmacia-tc@optica2000.com
430083645,NEWCO BARCELONA TAJO**MULTIOPTICAS**,ES,149,MULTIOPTICAS PROPIAS,multiopticas.barcelona9@multiopticas.com
430080841,ATENZA OPTICA,ES,999,INDEPENDIENTES,
430284856,VISIONLAB (ORENSE) V-1,ES,001,VISIONLAB,vl201dir@visionlab.es
430285023,ALCALA XXI OPTICA**CIONE 0307402**,ES,120,CIONE ESPAÑA,opticalcalaxxi@gmail.com
430010161,2000 VITORIA**K534,ES,058,CORTE INGLES,tienda.ALA.vitoria@optica2000.com
430250218,ALPICAT CENTRE OPTIC **CECOP**,ES,004,CECOP,centre.optic.alpicat@gmail.com
430300349,SIGLO XXI OPTICA (ABARAN) **CIONE 93003**,ES,120,CIONE ESPAÑA,opticaabarans21@hotmail.com
430500597,OPTICA TE VI,ES,999,INDEPENDIENTES,optica.tevi@gmail.com
430461734,ORTEGA ORBA OPTICA**CIONE**CL**,ES,120,CIONE ESPAÑA,OPTICA.ORBA.BENETUSER@GMAIL.COM
430284001,ULLOA OPTICO (ROSA ECOMMERCE),ES,002,ULLOA OPTICO,bserrano@ulloaoptico.es
430290353,FUENGIROLA**SOLOPTICAL**,ES,052,SOLOPTICAL,e.fuengirola@soloptical.com
430283240,FERSAN (C/ENMEDIO) **CIONE 0180704**,ES,120,CIONE ESPAÑA,fersanenmedio@hotmail.com
430150522,NIETO OPTICA**CIONE 70400**CL**,ES,120,CIONE ESPAÑA,opticanieto2021@gmail.com
430480159,RECALDE OPTICA**CIONE 0025200**,ES,120,CIONE ESPAÑA,opticarekalde@gmail.com
430350250,VECINDARIO (DEL ATLANTICO) **MULTIOPT**,ES,018,MULTIOPTICAS,vecindario@multiopticaslp.com
430150361,5522 - CARBALLO GENERAL OPTICA,ES,069,GENERAL OPTICA FRANQ,FRQ_CARBALLO@GENERAL-OPTICA.ES
430460133,MONTALVA OPTICA**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,montalvaopticos@zasvision.com
430083401,SANT QUIRZE DEL VALLES,ES,999,INDEPENDIENTES,ccsantquirze@multiopticas.com
430150671,DO MAR OPTICA**CL**,ES,999,INDEPENDIENTES,opticadomar@gmail.com
430480546,IKUSI OPTICA (C/TOMAS ZUBIRIA)**KIMERVISION**,ES,173,KIMERVISION,ikusioptika@gmail.com
430100126,MOCTEZUMA OPT**VISUAL OPTICA SEVILLA**,ES,072,VISUAL OPTICA SEVILL,juanjosehernandez@redfarma.org
430180241,URBANO VISION**UGO**,ES,026,NOG UGO,OPTICAURBANO@HOTMAIL.COM
430300389,TEN VISION**CIONE 93100**,ES,120,CIONE ESPAÑA,tenvision@hotmail.com
430411142,FERNANDO LOPEZ FARMACIA OPTICA**CL**,ES,999,INDEPENDIENTES,opticalopezbenitez@hotmail.com
430020162,REQUENA OPTICA,ES,999,INDEPENDIENTES,opticarequena@hotmail.com
430060281,TU MIRADA FUENTE DE CANTOS**CECOP**,ES,004,CECOP,opticafuentedecantos@hotmail.com
430083093,GANTZER OPTICA**UGO**,ES,026,NOG UGO,gantzer@hotmail.com
430120245,VISIONUL OPTICA**CL**,ES,999,INDEPENDIENTES,visionul@hotmail.com
430180088,EMPERATRIZ CENTRO OP**INNOVAVISION**CL**,ES,163,FEDEROP INNOVAVISION,centro.optico.emperatriz@gmail.com
430360094,VILAS OPTICA**FARMAOPTICS 631**,ES,010,FARMAOPTICS,farmaoptics.vilas@gmail.com
430410767,MORENOPTICOS OPTICA**UGO**,ES,026,NOG UGO,morenopticos@gmail.com
430470303,DOCTRINOS (PL.LIBERTAD),ES,999,INDEPENDIENTES,codoctrinos@hotmail.com
430120249,ALQUERIES (C/LA TORRE)**CL**,ES,999,INDEPENDIENTES,ana@opticamediterranea.com
430030493,IC DESIGN OPTICA,ES,999,INDEPENDIENTES,opticacostablanca@gmail.com
430083653,FOCUS OPTICS (VIC)**UGO**,ES,026,NOG UGO,carme@focusopticsvic.com
430083900,2000 BARNASUD**K608,ES,058,CORTE INGLES,tienda.BCN.barnasud@optica2000.com
430480596,NEWCO (C CMAX CENTER) **MULTIOPTICAS**,ES,149,MULTIOPTICAS PROPIAS,multiopticas.bilbao3@multiopticas.com
430081626,ASENSIO PASCUAL CARMEN DRA (C/FONEIRA),ES,999,INDEPENDIENTES,23355map@comb.cat
430284857,VISIONLAB (EMBAJADORES) V-16,ES,001,VISIONLAB,vl216dir@visionlab.es
430160105,NATURAL OPTICS CAPICUA - LAS MESAS,ES,019,NOG,cdelgadodiazcarrasco@gmail.com
430010162,2000 VIT.BOULEVARD **R315,ES,058,CORTE INGLES,tienda.vit.boulevard@optica2000.com
430300954,LEVANTE 31 OPTICA**CECOP**,ES,004,CECOP,opticalevante@gmail.com
430282127,1160 - HENARES GENERAL OPTICA,ES,033,GENERAL OPTICA,TDA_HENARES@GENERAL-OPTICA.ES
430450293,H FARMACIA OPTICA**FAMAOPTICS**,ES,010,FARMAOPTICS,hfarmaciaoptica@yahoo.es
430284975,VER BIEN OPTICA**CIONE 0346800**,ES,120,CIONE ESPAÑA,irejusa@yahoo.es
430350319,ERGO OPTICOS**CIONE 0320800**,ES,120,CIONE ESPAÑA,ergoopticos@gmail.com
430083312,ANDORRANA SANT VIÇENÇ DELS HORTS,ES,133,CASABLANCA-ANDORRANA,stvdelshorts@optica-andorrana.com
430290532,EL INGENIO**SOLOPTICAL**,ES,052,SOLOPTICAL,e.elingenio@soloptical.com
430461150,HURTADO OPTICA (C/BARON SAN PETRILLO) **CL**,ES,999,INDEPENDIENTES,info@opticashurtado.com
430150537,GOMEZ BUDIÑO PARAFARMA**CECOP 2989**CL**,ES,004,CECOP,BBLMGG06@GMAIL.COM
430240136,PROFESIONAL OPTICA,ES,999,INDEPENDIENTES,multivisionleon@gmail.com
430400066,REALVISION LA GRANJA**CIONE 0171800J**,ES,120,CIONE ESPAÑA,isaacgilgar@hotmail.com
430480222,INSTITUTO OPTICO (C/ANDRAMARI) **CLARAVIS,ES,081,CLARAVISION,institutoopticodurango@gmail.com
430150636,5585 - RIBEIRA GENERAL OPTICA,ES,069,GENERAL OPTICA FRANQ,FRQ_RIBEIRA@GENERAL-OPTICA.ES
430170374,ANDORRANA BLANES OPTICA & AUDIOL.,ES,133,CASABLANCA-ANDORRANA,Blanes@optica-andorrana.com
430460146,NAVARRO OPTICA (MONCADA) **ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,cgutierrez@zasvision.com
430031046,COSTA OPTICA (PEDREGUER)**KIMERVISION**,ES,173,KIMERVISION,optica.costa.adela@gmail.com
430140391,OPTISUR (JUAN FDEZ),ES,999,INDEPENDIENTES,levante@optisur.es
430250137,LES GARRIGUES OPTICA**CL**,ES,999,INDEPENDIENTES,info@opticalesgarrigues.com
430410880,NERVION**ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,sevilla.nervion@afflelou.es
430480557,ASTARLOA CENTRO OFTALMOLOGICO,ES,999,INDEPENDIENTES,Optico@astarloaoftalmo.com
430100165,LIRON OPTICOS**OPTICALIA 10778**,ES,094,OPTICALIA,gemaliron1971@gmail.com
430180289,MOCHON OPTICA**CIONE 114700**,ES,120,CIONE ESPAÑA,opticamochon@hotmail.com
430250057,EXPOPTICA (LLEIDA) **FARMAOPTICS 614**CL*,ES,010,FARMAOPTICS,cmontegut@coflleida.cat
430410600,J REINA OPTICA (ALCALA) **CIONE**CL**,ES,120,CIONE ESPAÑA,opticareina@gmail.com
430020172,NEOVISION OPTICA**CECOP**CL**,ES,004,CECOP,neovisionelche@gmail.com
430060284,ZAFRA**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,contreras.m-pilar@afflelou.es
430083108,RIBES NATURAL OPTICS,ES,019,NOG,ribes@naturaloptics.com
430180099,ARABIAL CENTRO OPTICO,ES,999,INDEPENDIENTES,centroopticoarabial@msn.com
430110642,REGUIERA OPTICA**KIMERVISION**,ES,173,KIMERVISION,
430283280,BLANCHE & MUTTON OPTICA,ES,999,INDEPENDIENTES,info@blancheandmutton.com
430283840,GOYA (C/ GOYA) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,goya@multiopticasgoya.es
430300053,DEL CASTILLO**FEDEROPTICOS 751**CL**,ES,011,FEDEROPTICOS,elsamartinezmingote@hotmail.com
430410774,VISUAL CARMEN OPTICA CENTRO**UGO**,ES,026,NOG UGO,karme_san@hotmail.com
430030713,AUGENDENIA OPTICA,ES,999,INDEPENDIENTES,optometria@alfredoferrer.com
430082618,DEL MERCAT OPTICA (BARBERA DEL VALLES) **CL**,ES,999,INDEPENDIENTES,vallesvisio@gmail.com
430285130,ACE & TATE (FERNANDO VI),ES,257,LOBSTER GROUP,accounts@aceandtate.com
430280259,OPTIVISION,ES,999,INDEPENDIENTES,info@opticaoptivision.com
430120068,HOSPITAL GENERAL DE CASTELLON,ES,199,HOSPITALES,
430150721,ROMAY OPTICA (AVD DE OZA 92)**OPTICALIA**,ES,094,OPTICALIA,romayloscastros@opticaromay.com
430290535,CENTRO OFTAMOLOGICO BENALMADENA,ES,999,INDEPENDIENTES,snebro@gmail.com
430210068,ESURI OPTICA,ES,999,INDEPENDIENTES,
430130307,VISIONLAB (PUERTOLLANO) V-137,ES,001,VISIONLAB,vl337dir@visionlab.es
430030498,INFANTES COSTA CARLOS DR,ES,999,INDEPENDIENTES,info@clinica-infantes.com
430330448,EOVISION OPTICA Y AUDIOLOGIA**UGO**,ES,026,NOG UGO,juanriverasdiaz@gmail.com
430480600,ELIAS OPTICA (PORTUGALETE),ES,104,OPTICAS ASOCIADAS 10,contabilidad@opticaelias.com
430500384,ARIZA OPTICA,ES,999,INDEPENDIENTES,gerardo@opticaariza.com
430282297,1172 - ARGANZUELA GENERAL OPTICA,ES,033,GENERAL OPTICA,TDA_ARGANZUELA@GENERAL-OPTICA.ES
430450296,BERLIN CENTRO OPTICO**UGO**,ES,026,NOG UGO,opticaberlin@hotmail.com
430700014,SOLVISION MELILLA**SOLOPTICAL**,ES,052,SOLOPTICAL,solvisionmelilla@gmail.com
430350321,FUERTEVENTURA**OPTICALIA 10668**,ES,094,OPTICALIA,OPTICALIA.CCLASROTONDAS@GRANVISIONOP.ES
430083315,ANDORRANA MATARO,ES,133,CASABLANCA-ANDORRANA,mataro@optica-andorrana.com
430290543,MARBELLA SOLVISION**SOLOPTICAL**,ES,052,SOLOPTICAL,e.solvisionmarbella@solvision.com
430461164,ARENA**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,valencia.arena@afflelou.es
430240142,PONFERRADA OPTICA**NATURAL OPTICS**,ES,019,NOG,info@tuvisionbierzo.com
430410025,OPTICA 92**CECOP**,ES,004,CECOP,optica92carrefour@gmail.com
430480233,ITZE OPTICA**CIONE 89000**,ES,120,CIONE ESPAÑA,itzeoptika@euskalnet.net
430460441,BRAVO**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,opticabravoab@zasvision.com
430284964,SIENTE CENTRO OPTICO,ES,999,INDEPENDIENTES,opticayaudio@sienteyve.es
430460177,CREMADES OPTICA**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,cgutierrez@zasvision.com
430031060,SANTO DOMINGO OPTICA**CL**,ES,999,INDEPENDIENTES,opticasantodomingo@hotmail.com
430140397,PALMERAS FARMACIA OPTICA,ES,999,INDEPENDIENTES,aroromero@telefonica.net
430250138,VILCIN OPTICS**CECOP**,ES,004,CECOP,vilcinoptics@gmail.com
430480570,ORTUELLA OPTICA(C/ GREGORIO URZ) **CL**,ES,999,INDEPENDIENTES,centro.optico.ortuella@gmail.com
430170312,FURES JOAN FELIP DR**CL**,ES,999,INDEPENDIENTES,info@felip.cat
430100168,OPTOMER OPTICAS**FEDEROPTICOS**,ES,011,FEDEROPTICOS,optomeropticas@gmail.com
430180403,GRANADA**VISTA OPTICA FRNQ**,ES,070,VISTA OPTICA FRANQUI,opticapts@vistaoptica.com
430410609,GAVALA**FEDEROPTICOS 7411**CL**,ES,011,FEDEROPTICOS,gavala@federopticos.com
430020187,ELENA ESPINOSA C. OPTOMETRIA Y T.VISUAL**CL**,ES,999,INDEPENDIENTES,direccion@elenaespinosa.eu
430060285,PYRVISION**CIONE 0313600**,ES,120,CIONE ESPAÑA,pyrvision@gmail.com
430083109,FABREGAS OPT**UGO**,ES,026,NOG UGO,admin@opticafabregas.net
430180116,ZURITA OPTICA**CL**,ES,142,ZURITA,opticazuritazaidin@gmail.com
430250199,MIL986 (VIVAS MORAN) **FEDEROPTICOS 8922**,ES,011,FEDEROPTICOS,raul@federopticsmil986.cat
430210222,PUERTO OPTICA**NATURAL OPTICS**,ES,019,NOG,opticapuerto31contable@gmail.com
430283283,ISLA AZUL MADRID**ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,madrid.islazul@afflelou.es
430283845,OLIVER OPTICA**MULTIOPTICAS**,ES,018,MULTIOPTICAS,multiopticasolivercm@gmail.com
430360142,ALEMANA 8 ( C/ANGEL URZAIZ) **OPTICALIA 10022**,ES,094,OPTICALIA,alemanagondomar@gmail.com
430410776,EL SAUCEJO CENTRO OPT**CL**,ES,999,INDEPENDIENTES,pdmdiaz@hotmail.com
430030729,OPTICA OPTIMA (CAPRABO 2),ES,117,OPTIMA GRUPO OPTICO,optica_d@optica-optima.com
430285131,ACE & TATE (AYALA),ES,257,LOBSTER GROUP,accounts@aceandtate.com
430280331,DEL VAL OPTICO**KIMERVISION**,ES,173,KIMERVISION,delvaloptico@hotmail.com
430150223,SEGADE GARCIA ANGEL DR,ES,999,INDEPENDIENTES,titosegade@hotmail.com
430301015,RONDA NORTE OPTICA**CLARAVISION**,ES,081,CLARAVISION,info@avarguesopticos.com
430040067,CAMPOS ESPINOSA ANTONIO DR,ES,999,INDEPENDIENTES,secretaria@clinicaofta-derma.com
430210071,ESTEVEZ OPTICO (LEPE),ES,999,INDEPENDIENTES,franestevesilva@hotmail.es
430230117,LOPEZ ARROYO JUAN DR,ES,999,INDEPENDIENTES,juloar@live.com
430140481,VISIONLAB (CORDOBA) V-13,ES,001,VISIONLAB,vl213dir@visionlab.es
430310242,AMBULATORIO DE OSASUNBIDEA,ES,199,HOSPITALES,
430081149,PUTXET OPTICA,ES,999,INDEPENDIENTES,javiermolto@hotmail.com
430284947,ZAMORA CENTRO OPTICO (GLORIETA VIRGEN)**CECOP**,ES,004,CECOP,opticaszamora@opticaszamora.es
430291065,ANTAKIRA OPTICAPRO,ES,120,CIONE ESPAÑA,opticaantakira@gmail.com
430411278,LA PLAZA OPTICA**KIMERVISION**,ES,173,KIMERVISION,centroopticoyauditivolaplaza@gmail.com
430110649,SAN LUCAR DE BARRAMEDA OPTICA**CLARAVISION**,ES,081,CLARAVISION,opticasanlucardebarrameda@gmail.com
430500385,UNIV.ZARAGOZA(AREA OPTICA) AT. LAURA REMÓN,ES,401,UNIVERSIDADES,lauremar@unizar.es
430282636,1221 - ALBERTO AGUILERA GENERAL OPTICA,ES,033,GENERAL OPTICA,TDA_ALBERTOAGUILERA@GENERAL-OPTICA.ES
430100202,BARRAU OPTICA (VIRGEN DE LA),ES,143,BARRAU OPTICAS,barraucaceres@hotmail.com
430350272,HORUS OPTICA**CECOP 2169**,ES,004,CECOP,horusopticafuerteventura@gmail.com
430290653,SOLVISION LARIOS**SOLOPTICAL**,ES,052,SOLOPTICAL,e.lariosol@solvision.com
430461176,NOVA OPTICA**CL**,ES,999,INDEPENDIENTES,opticacarlosnogueira@gmail.com
430150616,NOIAVISION**OPTICALIA 10714**,ES,094,OPTICALIA,noiavision@opticalia.es
430240155,MARTINEZ (C/AVE MARIA) OPT**CECOP**,ES,004,CECOP,Martinez@tuopticamartinez.es
430410081,BELLAVISTA OPTICA (SEVILLA) **CIONE 106800**,ES,120,CIONE ESPAÑA,optica@centrobellavista.com
430480316,ZORNOTZA OPTICA**CECOP 2000**,ES,004,CECOP,jonemalax@yahoo.es
430230240,5549 - CASTULO GENERAL OPTICA,ES,069,GENERAL OPTICA FRANQ,FRQ_CASTULO@GENERAL-OPTICA.ES
430460542,BUÑOL (AVDA PAIS VALENCIAN) **ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,cgutierrez@zasvision.com
430031369,CORA CENTRO OPTICO**CIONE 0345700**,ES,120,CIONE ESPAÑA,cora.beatrizpalacios@gmail.com
430460218,LEANDRO CABEZAS OPT**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,cgutierrez@zasvision.com
430031068,OPTIMA OPTICA (ORIHUELA COSTA),ES,117,OPTIMA GRUPO OPTICO,optica_l@optica-optima.com
430083415,GARCIA DE OTEYZA CLINICA**CL**,ES,999,INDEPENDIENTES,garciadeoteyza@hotmail.com
430140416,SALUD OPTICOS COLON,ES,999,INDEPENDIENTES,saludopticos@yahoo.es
430290893,BENITEZ OPTICA**MIOPTICO**,ES,167,MIOPTICO GRUPO,optica.benitez@gmail.com
430490002,GERMAN OPTICA**KIMERVISION**,ES,173,KIMERVISION,info@opticagerman.com
430283583,FARMACIA DEPOSITO IGESANDEF**CL**,ES,199,HOSPITALES,opticadepo@mde.es
430100170,FARMACIA OPTICA ESTEBAN**CIONE**,ES,120,CIONE ESPAÑA,eugeniagomez83@hotmail.com
430180414,GUERRERO OPTICA**UGO**,ES,026,NOG UGO,opticaguerrero2012@yahoo.com
430250150,BELLERA**FEDEROPTICOS 541**CL**,ES,011,FEDEROPTICOS,bellera@federopticos.com
430410614,CORIA DEL RIO**VISUAL OPTICAS SEVILLA**,ES,072,VISUAL OPTICA SEVILL,visualopticacoria@gmail.com
430020204,ALBACETE (C/CONANGLA) **ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,albacete.albacenter@afflelou.es
430060293,BARRAU CENTRO OPTICO (GUAREÑA),ES,143,BARRAU OPTICAS,opticabarraugu@hotmail.com
430083120,ABRERA **VISTAOPTICA**,ES,070,VISTA OPTICA FRANQUI,contabilidad@jimenezlirio.es
430180127,REALEJO CENTRO OPTICO,ES,999,INDEPENDIENTES,contabilidadopticarealejo@gmail.com
430461720,CAMPANAR OPTICA**UGO**,ES,026,NOG UGO,opticampanar@hotmail.com
430283285,ROMA OPTICA (C/O'DONNELL),ES,078,OPTICA ROMA,odonnell@opticaroma.com
430300079,ALGAR OPTICA (C/LIBERTAD-EL ALGAR)**CIONE**,ES,120,CIONE ESPAÑA,notificaciones@opticaelalgar.com
430360178,CENTRO OPTICO CANGAS,ES,999,INDEPENDIENTES,centro_opticocangas@yahoo.es
430480004,JESUS OPTICA**CONTACTA GRUPO**,ES,145,CONTACTA GRUPO,comunicacion@opticajesus.net
430030783,ELCHE II (CORREDERA) **ALAIN AFF**FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,enaopticas@gmail.com
430083926,ACE & TATE (CONSELL DE CENT),ES,257,LOBSTER GROUP,invoices@aceandtate.com
430120072,NUEVA SANT MATEU,ES,999,INDEPENDIENTES,
430140282,GARCIA RAMOS FCIA OPT,ES,999,INDEPENDIENTES,palmadelrio@farmaciagarciaramos.es
430150726,ÖPTO,ES,999,INDEPENDIENTES,opto@optocentro.es
430180012,SERVILENS,ES,281,SERVILENS,javier@servilens.com
430461849,VISIONMARKET,ES,999,INDEPENDIENTES,VISIONMARKET.CATARROJA@GMAIL.COM
430140482,VISIONLAB (C C CONECTA CORDOBA) V-116,ES,001,VISIONLAB,vl316dir@visionlab.es
430080078,HORTA VISION,ES,999,INDEPENDIENTES,
430082251,AVENIDA C O (REIS CATOLICS),ES,999,INDEPENDIENTES,
430083832,BELLVITGE**OPTICALIA 10587**,ES,094,OPTICALIA,ESPAI.OPTIC@GMAIL.COM
430360563,REDONDELA CENTROPTICA**KIMERVISION**,ES,173,KIMERVISION,redondela.centroptica@gmail.com
430291062,SOLOPTICAL EL PALO,ES,052,SOLOPTICAL,elpalo@soloptical.com
430350128,FAROPTICA**INNOVA**,ES,163,FEDEROP INNOVAVISION,
430282671,1222 - LA VAGUADA GENERAL OPTICA,ES,033,GENERAL OPTICA,TDA_LAVAGUADA@GENERAL-OPTICA.ES
430460080,LA CREU OPTICA (BOCAIRENTE)**UGO**,ES,026,NOG UGO,opticalavinguda@gmail.com
430461823,EL OSITO**OPTICALIA 11129**,ES,094,OPTICALIA,opticaliaelosito@gmail.com
430461291,OPTICA CENTRO**CIONE 0177800*,ES,120,CIONE ESPAÑA,opticacentrovalencia@hotmail.com
430290813,CALLE GRANADA**SOLOPTICAL**,ES,052,SOLOPTICAL,e.callegranada@soloptical.com
430461188,ALZIRA**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,valencia.alzira.reino@afflelou.es
430250024,MERCAOPTICA**UGO**,ES,026,NOG UGO,angels@mercaoptica.cat
430410120,MENDARO OPT**FARMAOPTICS 861**CL**,ES,010,FARMAOPTICS,opticamendaro@gmail.com
430480317,VALENTIN OPTICA **CIONE Nº2601**,ES,120,CIONE ESPAÑA,opticavalentin@hotmail.com
430283955,5005 - VILA DE VALLECAS  GENERAL OPTICA,ES,069,GENERAL OPTICA FRANQ,FRQ_VILLADEVALLECAS@GENERAL-OPTICA.ES
430180645,CENTRO VISUAL JESUS MOLES**KIMERVISION**,ES,173,KIMERVISION,centrovisualjesusmoles@gmail.com
430083424,NIZA OPTICA,ES,999,INDEPENDIENTES,opticaniza@yahoo.es
430140421,LUCENA**ALAIN AFFLELOU **,ES,048,AA PROPIAS ESPAÑA,cordoba.lucena@afflelou.es
430250163,BALAGUER OPTICA**CL**,ES,999,INDEPENDIENTES,optica_balaguer@hotmail.com
430290902,VISUAL LOBEL**CL**,ES,999,INDEPENDIENTES,visuallobel@hotmail.com
430410916,VALDES OPTICA**MIOPTICO**,ES,167,MIOPTICO GRUPO,opticavaldes@gmail.com
430490055,HOSPITAL RECOLETAS ZAMORA,ES,199,HOSPITALES,tamara.perez@gruporecoletas.com
430110063,UBRIQUE CENTRO OPTICO**CL**,ES,999,INDEPENDIENTES,joubrique@gmail.com
430180429,CULLAR VEGA C O**UGO**,ES,026,NOG UGO,opticacullar@gmail.com
430250152,MITJANA**FEDEROPTICOS 1401**,ES,011,FEDEROPTICOS,lamitjana@federopticos.com
430020205,GLASSTOR OPTICOS**CIONE**,ES,120,CIONE ESPAÑA,contacto@glasstor.com
430060298,AZUL OPTICA (STA EULALIA) **OPTICALIA 10074**CL*,ES,094,OPTICALIA,opticalia1azul@gmail.com
430083222,BARCELONA AV DIAGONAL**ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,barcelona.avdiagonal@afflelou.es
430284729,VILLA DEL PRADO OPTICA**MIOPTICO**,ES,167,MIOPTICO GRUPO,mariolinarescuadra@gmail.com
430283303,ARGES OPTICA GUADARRAMA,ES,999,INDEPENDIENTES,arges_opticos@hotmail.com
430300088,LAN OPTICA**CL**,ES,999,INDEPENDIENTES,opticalan@hotmail.es
430360183,ABARCA CENTRO OPTICO**CL**,ES,999,INDEPENDIENTES,opticaabarca@gmail.com
430410807,MIRA C O AVANZADO (CTRA CARMONA),ES,999,INDEPENDIENTES,info.carmona@miraopticasevilla.com
430030823,PETRER**ALAIN AFFLELOU**FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,alicante.petrer@afflelou.es
430082673,MUNTANER**ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,barcelona.muntaner@afflelou.es
430083927,ACE & TATE (DE VERDI),ES,257,LOBSTER GROUP,accounts@aceandtate.com
430280604,PROGRAM VISION**CLARAVISION**,ES,081,CLARAVISION,programalbufera@hotmail.com
430150729,OPTIMIL HQ,ES,184,OPTIMIL,atencioncliente@optishop.es
430461850,IRISVISION**KIMERVISION**,ES,173,KIMERVISION,irisvisioncatarroja@gmail.com
430050049,LABRADOR OPTICA**KIMERVISION**,ES,173,KIMERVISION,OPTICALABRADOR@TELEFONICA.NET
430283386,NEWCO**MULTIOPTICAS** (CUENTA CONTABLE),ES,149,MULTIOPTICAS PROPIAS,arantxa.zuniga@multiopticas.com
430260114,ARANA MILAGROS DRA,ES,999,INDEPENDIENTES,MILA.ARANA@GMAIL.COM
430150814,VISIONLAB (CORUÑA) V-18,ES,001,VISIONLAB,vl218dir@visionlab.es
430310251,SACHO RAMIREZ CENTRO AUDT,ES,999,INDEPENDIENTES,
430080846,HERRERO DR,ES,999,INDEPENDIENTES,
430284948,LA SERNA OPTICA**MIOPTICO**CL**,ES,250,MIOPTICO-BRAND,vistayoido@opticalaserna.com
